period	cc	year	CG_709_GDP	centralization	warfare	area	population	depend15	depend64	urban	pop_growth	trade	tot_nbarsd	tototsd	gini_gross	debt	fdi_liab	inflation	democracy	pol_comp	presidential	plurality	pol_rights	gdp_pc	lcentralization	lwarfare	larea	lpopulation	ldepend15	ldepend64	lurban	lpop_growth	ltrade	ltot_nbar	ltotot	lgini_gross	ldebt	lfdi_liab	linflation	ldemocracy	lpol_comp	lpresidential	lplurality	lpol_rights	lgdp_pc	per01	per02	per03	per04	per05	per06	per07	per08	cc3	cc6	cc10	cc13	cc14	cc18	cc21	cc24	cc27	cc32	cc34	cc42	cc44	cc45	cc51	cc56	cc59	cc63	cc68	cc71	cc74	cc75	cc79	cc82	cc83	cc84	cc93	cc94	cc96	cc101	cc112	cc113	cc116	cc119	cc123	cc125	cc136	cc137	cc143	cc144	cc145	cc152	cc154	cc161	cc164	cc167	cc171	cc174	cc178	cc180	cc183	cc186	cc188	cc191	cc219	cc220	cc225	cc227	cc228	cc233	cc234	cc240	cc247	cc248	cc252	cc256	cc257	cc258	cc262	cc274	cc276
6	228	1998	2.4996636	100	5	11.046276	16.738323	41.613766	9.5499849	16.0014	1.1111112	78.679321	2.8867514	227.12764	47.713917	89.320099	7.4852104	8.0792255	5	6	1	0	3	6.7486296	100	5	11.046276	16.705883	47.77816	9.382679	16.743601	1.1764706	73.413979	94.785614	601.37262	45.40612	93.057259	6.7641816	9.7972383	5	6	1	0	4	6.4182587	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
7	228	2003	2.211483	100	5	11.046276	16.780466	37.670876	10.179674	15.3598	1.0526316	77.538902	9.6795216	750.53949	57.702599	99.42112	7.8897691	9.969326	5.4000001	6	1	0	3	6.8990722	100	5	11.046276	16.738323	41.613766	9.5499849	16.0014	1.1111112	78.679321	101.66666	227.12764	47.713917	89.320099	7.4852104	8.0792255	5	6	1	0	3	6.7486296	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
8	233	2008	1.9532018	63.398422	0	12.924742	16.038992	25.652205	27.135736	84.7612	.87444752	94.583458	.68552768	64.839577	45.277512	41.349941	12.58664	2.1489427	10	10	0	0	1	10.775922	64.680191	0	12.924742	16.006031	27.44421	26.438822	84.201797	.22471911	84.175667	98.765617	132.80876	44.579742	55.911926	11.868585	1.3736402	10	10	0	0	1	10.418845	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
8	234	2008	.68092161	53.294518	0	10.596635	15.840975	22.928699	23.917002	73.565598	1.0598351	94.352142	5.3240328	502.33389	46.672421	57.223541	13.019462	1.4767336	10	10	0	1	1	11.067906	51.394676	0	10.596635	15.806068	24.785034	23.112709	73.403	.55175036	83.247353	101.62749	143.17863	43.456799	68.130836	12.005845	.75510782	10	10	0	1	1	10.702555	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4	240	1988	2.773334	94.284836	0	13.143909	17.822514	49.881573	6.7783399	28.892401	1.8531234	62.592243	5.0755272	317.68863	50.682034	40.671581	8.3609819	4.8369398	2.5999999	7	0	1	2.5999999	7.0363302	94.180618	1.2	13.143909	17.727133	61.631367	6.4242864	27.5734	2.0425186	47.862877	125.30206	288.4595	46.731953	39.557281	7.5475016	4.1408982	2	7	0	1	3	6.6691256	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5	240	1993	3.310663	92.538414	0	13.143909	17.889572	42.593811	7.9373417	29.9352	.69570476	80.39949	2.1870198	175.83528	52.91188	17.57666	9.5489187	4.8643022	7	8.3999996	0	1	3.5999999	7.7032537	94.284836	0	13.143909	17.822514	49.881573	6.7783399	28.892401	1.8531234	62.592243	125.54659	317.68863	50.682034	40.671581	8.3609819	4.8369398	2.5999999	7	0	1	2.5999999	7.0363302	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
6	240	1998	4.0317116	94.175354	0	13.143909	17.936035	36.855152	9.4070311	30.7962	1.0001853	100.49267	6.1404133	617.06653	46.995468	24.517275	10.121359	2.9238839	9	9	0	1	2.4000001	7.7112832	92.538414	0	13.143909	17.889572	42.593811	7.9373417	29.9352	.69570476	80.39949	119.00108	175.83528	52.91188	17.57666	9.5489187	4.8643022	7	8.3999996	0	1	3.5999999	7.7032537	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7	240	2003	4.0253282	95.196579	0	13.143909	17.995911	33.058006	10.942774	31.8018	1.2602333	123.70484	2.1348114	264.08652	45.288502	51.00864	10.768716	2.3654535	9	9	0	1	2.2	7.7485638	94.175354	0	13.143909	17.936035	36.855152	9.4070311	30.7962	1.0001853	100.49267	109.00809	617.06653	46.995468	24.517275	10.121359	2.9238839	9	9	0	1	2.4000001	7.7112832	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4	247	1988	4.2235208	100	0	11.953501	15.876822	68.842201	7.6025567	56.3032	2.3539236	73.073494	3.8311098	279.95258	38.571884	54.368259	8.61343	5.94067	-5.5999999	2.8	1	1	5.5999999	7.2649679	100	0	11.953501	15.757882	74.049667	7.0675302	52.530998	2.6720431	72.159355	114.89677	264.00098	41.06134	40.52454	8.3700924	10.139484	-8	2	1	1	5	7.1703582	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
5	247	1993	5.1640363	100	0	11.953501	15.973995	61.075336	9.0339317	60.062801	1.8808489	79.719162	4.125174	328.85541	39.566498	58.4562	9.0569534	5.4593701	-3.8	4.8000002	1	1	5.8000002	7.5728216	100	0	11.953501	15.876822	68.842201	7.6025567	56.3032	2.3539236	73.073494	115.66769	279.95258	38.571884	54.368259	8.61343	5.94067	-5.5999999	2.8	1	1	5.5999999	7.2649679	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
6	247	1998	5.3063183	100	0	11.953501	16.04541	51.147594	9.9351244	62.6488	1.3000276	79.484291	1.6309661	129.63618	40.68993	59.862541	9.2501478	5.6796679	-3	6	1	1	6	7.7610469	100	0	11.953501	15.973995	61.075336	9.0339317	60.062801	1.8808489	79.719162	97.093269	328.85541	39.566498	58.4562	9.0569534	5.4593701	-3.8	4.8000002	1	1	5.8000002	7.5728216	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
7	247	2003	5.7367878	100	0	11.953501	16.08753	41.518833	10.15556	64.4496	.82062072	86.892082	7.9743052	692.90399	40.188278	57.9991	9.6209307	3.043968	-3.8	6	1	1	6	7.9255209	100	0	11.953501	16.04541	51.147594	9.9351244	62.6488	1.3000276	79.484291	97.865631	129.63618	40.68993	59.862541	9.2501478	5.6796679	-3	6	1	1	6	7.7610469	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
4	248	1988	1.7002611	100	3	13.553665	17.766384	63.202782	6.2630835	56.500999	1.962294	26.102312	4.5901155	119.81263	45.170586	35.283958	7.9412804	54.457279	7.8000002	9	0	0	2.4000001	7.8461804	100	1.2	13.553665	17.665205	68.625671	6.7362008	48.980801	2.175971	23.383272	99.485428	126.60876	50.100521	36.993099	7.0930157	39.966679	2.2	5.8000002	.60000002	0	4	7.5191054	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
5	248	1993	2.6757884	100	3	13.553665	17.858253	56.929127	6.7204351	60.955002	1.7868544	28.76144	5.6248813	161.77969	44.079079	32.09642	9.0518036	76.699883	8.3999996	8.3999996	0	0	3.5999999	8.2187929	100	3	13.553665	17.766384	63.202782	6.2630835	56.500999	1.962294	26.102312	111.37799	119.81263	45.170586	35.283958	7.9412804	54.457279	7.8000002	9	0	0	2.4000001	7.8461804	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
6	248	1998	2.7333214	100	2.4000001	13.553665	17.942385	50.422924	7.6515903	63.693802	1.3227658	41.193169	4.6564231	191.81282	41.114395	41.570961	9.6078081	80.009659	7.1999998	6.4000001	0	0	4	8.3333445	100	3	13.553665	17.858253	56.929127	6.7204351	60.955002	1.7868544	28.76144	112.47217	161.77969	44.079079	32.09642	9.0518036	76.699883	8.3999996	8.3999996	0	0	3.5999999	8.2187929	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
7	248	2003	2.916738	100	0	13.553665	18.008036	44.883347	8.4031363	66.000999	1.5391904	48.706619	.63383728	30.87207	41.44838	66.025383	10.374927	26.605978	7	6	0	0	3.2	8.431633	100	2.4000001	13.553665	17.942385	50.422924	7.6515903	63.693802	1.3227658	41.193169	107.73024	191.81282	41.114395	41.570961	9.6078081	80.009659	7.1999998	6.4000001	0	0	4	8.3333445	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
8	248	2008	3.7456543	94.772896	0	13.553665	18.077991	40.530876	8.7146063	69.028603	1.1513772	49.602764	2.0447197	101.42375	45.24567	42.52092	11.744848	7.7032561	7	6	0	0	3	9.117671	100	0	13.553665	18.008036	44.883347	8.4031363	66.000999	1.5391904	48.706619	97.983421	30.87207	41.44838	66.025383	10.374927	26.605978	7	6	0	0	3.2	8.431633	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
7	252	2003	3.9519556	80.214165	0	12.205122	17.102955	100.31138	5.3606033	12.7816	3.8575907	36.670429	1.4343883	52.599632	43.233154	79.32222	7.2557001	4.6036139	-3.4000001	2.8	1	1	5.4000001	5.6524124	81.896133	0	12.205122	16.932432	100.09387	5.5969405	11.9144	2.7310371	33.50647	134.65524	821.01129	40.152245	76.787323	6.5017886	5.4915257	-4	2	1	1	4.5999999	5.6604705	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
8	252	2008	2.7940993	79.900375	0	12.205122	17.248455	99.392555	5.1377091	14.394	3.2325437	50.262447	7.1453753	359.14404	41.194221	30.642099	8.431922	8.0415277	-1	6	1	1	5	6.1596498	80.214165	0	12.205122	17.102955	100.31138	5.3606033	12.7816	3.8575907	36.670429	94.933632	52.599632	43.233154	79.32222	7.2557001	4.6036139	-3.4000001	2.8	1	1	5.4000001	5.6524124	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
8	256	2008	5.2604294	92.031906	0	12.396403	17.932888	26.510263	24.603649	79.307602	.98378283	60.327717	.7877183	47.521248	49.37112	56.586342	13.921408	2.7374179	10	10	0	1	1	10.60198	91.670937	0	12.396403	17.903131	27.952549	24.165903	78.864601	.33898306	55.31414	101.99424	93.77874	47.571381	46.39542	13.384159	2.2479801	10	10	0	1	1	10.345696	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
4	257	1988	.38412359	57.950474	0	16.034714	19.328808	32.858849	18.57766	74.9776	.83333331	19.281872	.61670166	11.891162	42.875755	61.639938	12.874469	3.1317439	10	10	1	1	1	9.9205456	60.172878	0	16.034714	19.279125	33.158051	17.556871	74.191597	.86956519	18.16678	93.115685	31.078323	40.946095	48.711021	12.209632	5.2468061	10	10	1	1	1	9.6198006	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
5	257	1993	.42220232	54.197662	0	16.034714	19.383739	33.324951	19.219519	76.470001	1.5692308	21.430338	.67934209	14.558531	45.008877	70.847038	13.288899	2.4402261	10	10	1	1	1	10.142717	57.950474	0	16.034714	19.328808	32.858849	18.57766	74.9776	.83333331	19.281872	103.00562	11.891162	42.875755	61.639938	12.874469	3.1317439	10	10	1	1	1	9.9205456	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
6	257	1998	.35590643	53.188396	0	16.034714	19.435753	32.841305	18.941545	78.353401	.74074072	24.305677	2.0108094	48.874084	46.96859	63.668839	13.787808	1.664482	10	10	1	1	1	10.366648	54.197662	0	16.034714	19.383739	33.324951	19.219519	76.470001	1.5692308	21.430338	104.18412	14.558531	45.008877	70.847038	13.288899	2.4402261	10	10	1	1	1	10.142717	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
7	257	2003	.53903866	57.178261	1.2	16.034714	19.492172	31.196672	18.420424	80.074203	1.4039409	24.356831	2.7691007	67.446518	47.58532	59.072941	14.344405	2.3549581	10	10	1	1	1	10.559544	53.188396	0	16.034714	19.435753	32.841305	18.941545	78.353401	.74074072	24.305677	103.39137	48.874084	46.96859	63.668839	13.787808	1.664482	10	10	1	1	1	10.366648	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
8	257	2008	.67238247	68.06311	2	16.028156	19.53241	30.116501	18.936142	81.578201	.66666669	28.504732	2.6350584	75.111633	46.161671	74.4207	14.897784	1.9323291	10	10	1	1	1	10.731361	57.178261	1.2	16.034714	19.492172	31.196672	18.420424	80.074203	1.4039409	24.356831	101.70774	67.446518	47.58532	59.072941	14.344405	2.3549581	10	10	1	1	1	10.559544	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
4	258	1988	1.6435878	97.937126	0	12.072656	14.933797	42.294254	18.113424	88.261398	.66666669	40.259724	5.9884763	241.09441	40.108265	77.302101	6.2729654	80.26004	9.3999996	10	1	0	1.6	7.8806186	100	0	12.072656	14.907343	42.98801	17.165398	86.473999	.68965518	39.055168	102.8515	136.32593	40.933537	63.72768	6.0396028	45.92094	-3.8	2.8	1	0	4.4000001	7.7805805	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5	258	1993	1.7192796	89.912994	0	12.072656	14.972312	40.562668	19.338341	89.914398	.64516127	36.672897	3.158036	115.81433	40.227005	36.73502	6.9455523	57.657799	10	10	1	0	1.6	8.52946	97.937126	0	12.072656	14.933797	42.294254	18.113424	88.261398	.66666669	40.259724	123.07681	241.09441	40.108265	77.302101	6.2729654	80.26004	9.3999996	10	1	0	1.6	7.8806186	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
6	258	1998	1.8951877	95.591957	0	12.072656	15.003279	39.548172	20.507938	91.011803	.625	35.94733	6.9448733	249.64966	41.091263	36.906658	7.4568715	14.833242	10	10	1	0	1	8.885294	89.912994	0	12.072656	14.972312	40.562668	19.338341	89.914398	.64516127	36.672897	111.71947	115.81433	40.227005	36.73502	6.9455523	57.657799	10	10	1	0	1.6	8.52946	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7	258	2003	2.8750134	100	0	12.072656	15.009433	38.562763	21.267534	91.684998	0	49.690403	5.4948792	273.04276	42.122612	80.473717	7.6269207	8.9534979	10	10	1	0	1	8.428689	95.591957	0	12.072656	15.003279	39.548172	20.507938	91.011803	.625	35.94733	110.76663	249.64966	41.091263	36.906658	7.4568715	14.833242	10	10	1	0	1	8.885294	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
8	258	2008	3.4316812	100	0	12.072656	15.021374	36.36726	21.535421	92.241798	.60606062	58.8918	6.7859578	399.63727	42.895767	62.698059	8.9438124	6.8424659	10	10	1	0	1	9.0262337	100	0	12.072656	15.009433	38.562763	21.267534	91.684998	0	49.690403	100.15721	273.04276	42.122612	80.473717	7.6269207	8.9534979	10	10	1	0	1	8.428689	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
6	262	1998	4.1945586	100	0	13.690004	16.959139	56.825775	7.1867685	88.861397	1.7786561	48.790451	17.627579	860.0575	45.858925	41.399738	10.204988	45.696178	7.5999999	9	1	0	2.5999999	8.2620583	100	0	13.690004	16.868883	62.27269	6.6619506	86.105598	1.9523809	54.957973	66.591011	240.76286	42.191032	62.718834	8.5576839	39.198021	8.1999998	9.1999998	1	0	2.5999999	7.9465995	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
7	262	2003	5.1340718	100	0	13.690004	17.065466	51.215034	7.5885062	91.102203	2.402564	51.357758	29.253185	1502.3781	44.966774	41.378738	10.626535	27.902281	6	7	1	0	3.2	8.3543253	100	0	13.690004	16.959139	56.825775	7.1867685	88.861397	1.7786561	48.790451	72.649734	860.0575	45.858925	41.399738	10.204988	45.696178	7.5999999	9	1	0	2.5999999	8.2620583	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
4	274	1988	2.4491365	100	0	13.518976	15.818807	90.23439	5.4805298	39.506199	2.7820756	89.906906	56.313419	5062.9653	56.40131	193.061	7.7558522	73.151558	-9	1	1	1	5.5999999	5.9917536	100	0	13.518976	15.670831	93.363785	5.5136046	39.719002	3.2325437	77.517235	157.29866	1853.0022	57.31638	127.39928	7.6122684	18.279024	-9	1	1	1	5	6.3385067	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
5	274	1993	5.8664865	100	0	13.518976	15.955023	87.904068	5.5239682	38.0252	2.4419322	75.785942	26.65185	2019.8356	53.783504	194.4446	7.9871845	101.06002	6	7	1	1	2.5999999	5.9802313	100	0	13.518976	15.818807	90.23439	5.4805298	39.506199	2.7820756	89.906906	229.01622	5062.9653	56.40131	193.061	7.7558522	73.151558	-9	1	1	1	5.5999999	5.9917536	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
6	274	1998	3.7413278	100	0	13.518976	16.080942	87.212685	5.6310186	35.722801	2.5913699	63.489498	27.554115	1749.397	51.822353	223.8186	8.2081118	24.0959	1	7	1	1	5	5.8463435	100	0	13.518976	15.955023	87.904068	5.5239682	38.0252	2.4419322	75.785942	148.66769	2019.8356	53.783504	194.4446	7.9871845	101.06002	6	7	1	1	2.5999999	5.9802313	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
7	274	2003	3.4217951	98.099251	0	13.518976	16.194344	88.966812	5.8370657	35.888	2	56.688816	16.753139	949.71564	48.866398	164.43106	8.4510946	20.159201	5	7	1	1	4.1999998	6.0624247	100	0	13.518976	16.080942	87.212685	5.6310186	35.722801	2.5913699	63.489498	118.79828	1749.397	51.822353	223.8186	8.2081118	24.0959	1	7	1	1	5	5.8463435	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
5	276	1993	5.0358567	97.25721	0	12.865792	16.230808	87.049324	5.958437	30.634399	3.8181818	50.927422	1.2370785	63.001221	54.982761	58.606758	5.8587999	-5.1110501	-6	2	1	1	5	6.7382441	81.517761	0	12.865792	16.089151	93.423965	5.9416862	27.558399	2.3704567	35.176029	97.130211	23.261814	54.42857	38.040878	5.5067787	4.5745726	-4.5999999	2.2	.60000002	1	5.4000001	6.9289484	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
